"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"02431099999","2010-04-01","59.8666666","15.25","289.0","KLOTEN, SW","  34.9","24","  34.7","24","1002.4","24","967.8","24"," 10.2","24","  3.9","24","  5.8","999.9","  38.8"," ","  32.0"," "," 0.13","G","999.9","111000"
"02431099999","2010-04-02","59.8666666","15.25","289.0","KLOTEN, SW","  34.4","24","  32.9","24","1013.7","24","978.8","24"," 15.2","24","  2.9","24","  5.8","999.9","  41.7"," ","  30.9","*"," 0.20","G","999.9","011000"
"02431099999","2010-04-03","59.8666666","15.25","289.0","KLOTEN, SW","  37.0","24","  30.9","24","1018.4","24","983.5","24"," 21.3","24","  2.1","24","  5.8","999.9","  49.1"," ","  28.2","*"," 0.06","G","999.9","010000"
"02431099999","2010-04-04","59.8666666","15.25","289.0","KLOTEN, SW","  35.6","24","  27.9","24","1019.1","24","984.0","24"," 27.7","24","  3.5","24","  7.8","999.9","  44.4"," ","  27.7"," "," 0.00","G","999.9","000000"
"02431099999","2010-04-05","59.8666666","15.25","289.0","KLOTEN, SW","  31.0","24","  29.0","24","1020.6","24","985.3","24"," 17.9","24","  2.6","24","  3.9","999.9","  37.4"," ","  26.8","*"," 0.00","G","999.9","101000"
"02431099999","2010-04-06","59.8666666","15.25","289.0","KLOTEN, SW","  35.2","24","  30.8","24","1024.9","24","989.6","24"," 21.7","24","  2.3","24","  5.8","999.9","  43.0"," ","  25.0"," "," 0.00","G","999.9","010000"
"02431099999","2010-04-07","59.8666666","15.25","289.0","KLOTEN, SW","  38.9","24","  36.8","24","1025.1","24","990.0","24","  9.7","24","  2.1","24","  5.8","999.9","  46.6"," ","  33.8","*"," 0.01","G","999.9","100000"
"02431099999","2010-04-08","59.8666666","15.25","289.0","KLOTEN, SW","  38.3","24","  35.7","24","1021.8","24","986.8","24","  8.7","24","  1.9","24","  3.9","999.9","  46.0"," ","  29.3"," "," 0.00","G","999.9","110000"
"02431099999","2010-04-09","59.8666666","15.25","289.0","KLOTEN, SW","  39.6","24","  34.6","24","1020.2","24","985.3","24"," 20.8","24","  4.1","24","  7.8","999.9","  47.1"," ","  34.7"," "," 0.31","G","999.9","110000"
"02431099999","2010-04-10","59.8666666","15.25","289.0","KLOTEN, SW","  36.4","24","  31.5","24","1031.4","24","995.9","24"," 31.1","24","  5.6","24","  9.7","999.9","  42.6"," ","  30.4","*"," 0.00","G","999.9","000000"
"02431099999","2010-04-11","59.8666666","15.25","289.0","KLOTEN, SW","  38.8","24","  29.2","24","1035.8","24","000.4","24"," 30.6","24","  3.1","24","  5.8","999.9","  48.2"," ","  27.1","*"," 0.00","G","999.9","000000"
"02431099999","2010-04-12","59.8666666","15.25","289.0","KLOTEN, SW","  41.5","24","  26.2","24","1028.0","24","993.0","24"," 29.9","24","  2.6","24","  5.8","999.9","  55.2"," ","  26.2"," "," 0.00","G","999.9","000000"
"02431099999","2010-04-13","59.8666666","15.25","289.0","KLOTEN, SW","  42.7","24","  27.5","24","1023.3","24","988.6","24"," 29.0","24","  5.0","24","  9.7","999.9","  50.0"," ","  31.3","*"," 0.00","G","999.9","000000"
"02431099999","2010-04-14","59.8666666","15.25","289.0","KLOTEN, SW","  40.5","24","  28.1","24","1023.8","24","988.9","24"," 30.0","24","  3.4","24","  5.8","999.9","  50.5"," ","  29.3"," "," 0.00","G","999.9","000000"
"02431099999","2010-04-15","59.8666666","15.25","289.0","KLOTEN, SW","  40.7","24","  31.7","24","1013.8","24","979.2","24"," 29.4","24","  3.3","24","  7.8","999.9","  51.1"," ","  32.4"," "," 0.00","G","999.9","010000"
"02431099999","2010-04-16","59.8666666","15.25","289.0","KLOTEN, SW","  36.3","24","  25.5","24","1010.7","24","976.0","24"," 27.1","24","  5.6","24","  9.7","999.9","  45.5"," ","  27.1","*"," 0.33","G","999.9","011000"
"02431099999","2010-04-17","59.8666666","15.25","289.0","KLOTEN, SW","  39.2","24","  33.0","24","1000.6","24","966.4","24"," 28.4","24","  7.8","24"," 13.6","999.9","  50.9"," ","  27.0"," "," 0.00","G","999.9","010000"
"02431099999","2010-04-18","59.8666666","15.25","289.0","KLOTEN, SW","  35.3","24","  28.0","24","1003.8","24","969.3","24"," 29.8","24","  3.5","24","  9.7","999.9","  44.4"," ","  29.8"," "," 0.16","G","999.9","011000"
"02431099999","2010-04-19","59.8666666","15.25","289.0","KLOTEN, SW","  35.1","23","  19.3","23","1011.2","23","976.4","23"," 29.2","23","  2.7","23","  5.8","999.9","  44.6"," ","  25.7","*"," 0.03","G","999.9","000000"
"02431099999","2010-04-20","59.8666666","15.25","289.0","KLOTEN, SW","  34.3","24","  23.1","24","1011.2","24","976.4","24"," 29.1","24","  3.3","24","  7.8","999.9","  45.5"," ","  21.9"," "," 0.00","G","999.9","011000"
"02431099999","2010-04-21","59.8666666","15.25","289.0","KLOTEN, SW","  32.4","24","  26.1","24","1007.4","24","972.5","24"," 22.6","24","  5.0","24","  7.8","999.9","  36.7"," ","  29.5"," "," 0.02","G","999.9","011000"
"02431099999","2010-04-22","59.8666666","15.25","289.0","KLOTEN, SW","  35.0","24","  22.8","24","1005.9","24","971.3","24"," 29.1","24","  6.2","24","  9.7","999.9","  43.3"," ","  27.7","*"," 0.04","G","999.9","011000"
"02431099999","2010-04-23","59.8666666","15.25","289.0","KLOTEN, SW","  34.5","24","  27.8","24","1005.4","24","970.7","24"," 19.2","24","  2.4","24","  5.8","999.9","  46.6"," ","  22.8"," "," 0.00","G","999.9","011000"
"02431099999","2010-04-24","59.8666666","15.25","289.0","KLOTEN, SW","  38.1","24","  27.6","24","1017.8","24","983.0","24"," 22.1","24","  3.3","24","  5.8","999.9","  50.0"," ","  27.9","*"," 0.10","G","999.9","110000"
"02431099999","2010-04-25","59.8666666","15.25","289.0","KLOTEN, SW","  38.7","24","  27.4","24","1027.3","24","992.2","24"," 27.0","24","  3.2","24","  7.8","999.9","  50.4"," ","  26.2"," "," 0.00","G","999.9","000000"
"02431099999","2010-04-26","59.8666666","15.25","289.0","KLOTEN, SW","  46.5","24","  32.2","24","1021.1","24","986.7","24"," 21.3","24","  2.9","24","  5.8","999.9","  57.4"," ","  27.5"," "," 0.00","G","999.9","010000"
"02431099999","2010-04-27","59.8666666","15.25","289.0","KLOTEN, SW","  46.6","24","  36.7","24","1015.7","24","981.5","24"," 17.3","24","  4.8","24","  5.8","999.9","  59.4"," ","  34.9","*"," 0.00","G","999.9","011000"
"02431099999","2010-04-28","59.8666666","15.25","289.0","KLOTEN, SW","  40.6","24","  35.4","24","1017.7","24","983.0","24"," 16.2","24","  4.9","24","  9.7","999.9","  48.4"," ","  30.6"," "," 0.06","G","999.9","010000"
"02431099999","2010-04-29","59.8666666","15.25","289.0","KLOTEN, SW","  48.0","24","  45.4","24","1003.7","24","970.0","24","  6.3","24","  6.6","24","  9.7","999.9","  55.4"," ","  42.1"," "," 0.12","G","999.9","100000"
"02431099999","2010-04-30","59.8666666","15.25","289.0","KLOTEN, SW","  48.9","24","  43.7","24"," 997.0","24","963.6","24"," 17.7","24","  5.0","24","  7.8","999.9","  56.8"," ","  43.3"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-01","59.8666666","15.25","289.0","KLOTEN, SW","  42.0","24","  39.5","24"," 997.2","24","963.3","24"," 19.6","24","  6.8","24","  9.7","999.9","  50.9"," ","  34.5","*"," 0.00","G","999.9","010000"
"02431099999","2010-05-02","59.8666666","15.25","289.0","KLOTEN, SW","  38.2","24","  22.8","24","1010.9","24","976.3","24"," 29.3","24","  4.3","24","  7.8","999.9","  49.1"," ","  27.7","*"," 0.04","G","999.9","000000"
"02431099999","2010-05-03","59.8666666","15.25","289.0","KLOTEN, SW","  41.7","24","  23.7","24","1016.3","24","981.8","24"," 30.3","24","  2.6","24","  5.8","999.9","  52.9"," ","  26.1"," "," 0.00","G","999.9","000000"
"02431099999","2010-05-04","59.8666666","15.25","289.0","KLOTEN, SW","  40.2","15","  28.8","15","1014.8","15","980.1","15"," 30.0","15","  4.0","15","  9.7","999.9","  47.7"," ","  35.8","*"," 0.00","G","999.9","010000"
"02431099999","2010-05-05","59.8666666","15.25","289.0","KLOTEN, SW","  40.8","18","  27.7","18","1019.7","18","985.0","18"," 30.4","18","  2.6","18","  5.8","999.9","  48.2"," ","  29.7"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-06","59.8666666","15.25","289.0","KLOTEN, SW","  40.8","19","  29.8","19","1021.6","19","986.8","19"," 28.8","19","  3.1","19","  9.7","999.9","  49.8"," ","  28.4"," "," 0.00","G","999.9","000000"
"02431099999","2010-05-07","59.8666666","15.25","289.0","KLOTEN, SW","  41.0","19","  26.3","19","1022.0","19","987.2","19"," 29.6","19","  7.9","19"," 11.7","999.9","  49.6"," ","  33.4"," "," 0.00","G","999.9","000000"
"02431099999","2010-05-08","59.8666666","15.25","289.0","KLOTEN, SW","  41.4","16","  27.2","16","1012.3","16","977.8","16"," 29.7","16","  5.2","16","  9.7","999.9","  48.4"," ","  32.0"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-09","59.8666666","15.25","289.0","KLOTEN, SW","  43.4","21","  31.5","21","1006.9","21","972.7","21"," 29.9","21","  2.9","21","  5.8","999.9","  54.9"," ","  37.2"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-10","59.8666666","15.25","289.0","KLOTEN, SW","  40.7","19","  33.1","19","1003.8","19","969.6","19"," 24.2","19","  4.5","19","  9.7","999.9","  50.4"," ","  30.0","*"," 0.00","G","999.9","010000"
"02431099999","2010-05-11","59.8666666","15.25","289.0","KLOTEN, SW","  42.1","20","  25.3","20","1011.7","20","977.3","20"," 27.2","20","  3.0","20","  7.8","999.9","  52.9"," ","  27.1"," "," 0.01","G","999.9","000000"
"02431099999","2010-05-12","59.8666666","15.25","289.0","KLOTEN, SW","  43.7","24","  28.9","24","1015.8","24","981.4","24"," 25.6","24","  3.8","24","  9.7","999.9","  52.5"," ","  28.2"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-13","59.8666666","15.25","289.0","KLOTEN, SW","  44.6","24","  44.5","24","1009.9","24","975.7","24","  3.1","24","  3.8","24","  7.8","999.9","  49.5"," ","  37.4"," "," 0.88","G","999.9","110000"
"02431099999","2010-05-14","59.8666666","15.25","289.0","KLOTEN, SW","  51.9","24","  51.9","24","1008.6","24","975.0","24","  3.0","24","  2.8","24","  3.9","999.9","  54.3"," ","  48.2"," "," 0.86","G","999.9","110000"
"02431099999","2010-05-15","59.8666666","15.25","289.0","KLOTEN, SW","  59.5","24","  52.6","24","1006.8","24","973.7","24"," 13.5","24","  6.2","24"," 11.7","999.9","  70.9"," ","  51.6"," "," 0.27","G","999.9","110000"
"02431099999","2010-05-16","59.8666666","15.25","289.0","KLOTEN, SW","  49.6","24","  46.5","24","1007.2","24","973.4","24"," 17.5","24","  5.6","24","  9.7","999.9","  66.9"," ","  44.2","*"," 0.17","G","999.9","110000"
"02431099999","2010-05-17","59.8666666","15.25","289.0","KLOTEN, SW","  53.0","24","  43.7","24","1012.2","24","978.5","24"," 21.1","24","  2.3","24","  3.9","999.9","  63.7"," ","  36.7"," "," 0.00","G","999.9","100000"
"02431099999","2010-05-18","59.8666666","15.25","289.0","KLOTEN, SW","  60.2","24","  50.8","24","1017.9","24","984.5","24"," 26.6","24","  4.6","24","  5.8","999.9","  68.5"," ","  49.6"," "," 0.00","G","999.9","000000"
"02431099999","2010-05-19","59.8666666","15.25","289.0","KLOTEN, SW","  58.7","24","  53.4","24","1023.0","24","989.4","24"," 18.4","24","  5.1","24","  7.8","999.9","  65.8"," ","  53.6"," "," 0.00","G","999.9","000000"
"02431099999","2010-05-20","59.8666666","15.25","289.0","KLOTEN, SW","  63.5","24","  53.9","24","1024.6","24","991.2","24","  9.8","24","  2.5","24","  5.8","999.9","  72.9"," ","  55.6"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-21","59.8666666","15.25","289.0","KLOTEN, SW","  56.9","24","  55.4","24","1025.7","24","991.9","24"," 14.1","24","  3.6","24","  5.8","999.9","  66.9"," ","  53.8","*"," 0.03","G","999.9","010000"
"02431099999","2010-05-22","59.8666666","15.25","289.0","KLOTEN, SW","  60.6","24","  49.8","24","1021.9","24","988.4","24"," 19.7","24","  2.6","24","  5.8","999.9","  71.2"," ","  49.3"," "," 0.04","G","999.9","010000"
"02431099999","2010-05-23","59.8666666","15.25","289.0","KLOTEN, SW","  49.6","24","  46.2","24","1009.5","24","975.7","24"," 15.9","24","  4.9","24"," 11.7","999.9","  64.2"," ","  43.2","*"," 0.07","G","999.9","010000"
"02431099999","2010-05-24","59.8666666","15.25","289.0","KLOTEN, SW","  48.5","24","  34.0","24","1001.1","24","967.4","24"," 28.1","24","  4.2","24","  7.8","999.9","  57.0"," ","  38.5"," "," 0.09","G","999.9","010000"
"02431099999","2010-05-25","59.8666666","15.25","289.0","KLOTEN, SW","  43.5","24","  38.1","24"," 998.0","24","964.1","24"," 21.3","24","  4.5","24","  7.8","999.9","  53.2"," ","  39.4"," "," 0.10","G","999.9","010000"
"02431099999","2010-05-26","59.8666666","15.25","289.0","KLOTEN, SW","  49.3","24","  33.5","24","1005.4","24","971.7","24"," 29.4","24","  3.5","24","  7.8","999.9","  58.1"," ","  40.8"," "," 0.13","G","999.9","010000"
"02431099999","2010-05-27","59.8666666","15.25","289.0","KLOTEN, SW","  48.8","24","  38.5","24","1007.8","24","974.0","24"," 27.4","24","  2.6","24","  7.8","999.9","  58.1"," ","  37.9"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-28","59.8666666","15.25","289.0","KLOTEN, SW","  49.9","24","  32.8","24","1008.3","24","974.6","24"," 25.4","24","  3.8","24","  7.8","999.9","  59.5"," ","  35.2"," "," 0.00","G","999.9","010000"
"02431099999","2010-05-29","59.8666666","15.25","289.0","KLOTEN, SW","  46.7","24","  41.8","24","1009.1","24","975.1","24"," 24.2","24","  4.9","24","  9.7","999.9","  52.9"," ","  41.7"," "," 0.08","G","999.9","010000"
"02431099999","2010-05-30","59.8666666","15.25","289.0","KLOTEN, SW","  51.3","24","  41.1","24","1012.6","24","978.9","24"," 23.3","24","  2.3","24","  5.8","999.9","  62.4"," ","  38.8"," "," 0.05","G","999.9","010000"
"02431099999","2010-05-31","59.8666666","15.25","289.0","KLOTEN, SW","  53.9","24","  40.1","24","1015.8","24","982.1","24"," 23.8","24","  3.4","24","  7.8","999.9","  64.9"," ","  38.8"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-01","59.8666666","15.25","289.0","KLOTEN, SW","  56.4","24","  42.0","24","1017.2","24","983.5","24"," 24.1","24","  3.7","24","  5.8","999.9","  66.2"," ","  40.3"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-02","59.8666666","15.25","289.0","KLOTEN, SW","  59.4","24","  40.1","23","1016.3","23","982.9","23"," 27.4","24","  3.2","24","  5.8","999.9","  72.1","*","  43.0"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-03","59.8666666","15.25","289.0","KLOTEN, SW","  60.2","24","  38.4","24","1013.7","24","980.5","24"," 27.4","24","  5.1","24","  7.8","999.9","  69.6"," ","  48.9"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-04","59.8666666","15.25","289.0","KLOTEN, SW","  54.7","24","  33.4","24","1018.1","24","984.4","24"," 26.7","24","  5.2","24","  7.8","999.9","  64.2"," ","  45.5"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-05","59.8666666","15.25","289.0","KLOTEN, SW","  54.8","24","  38.4","24","1016.2","24","982.6","24"," 28.0","24","  2.9","24","  3.9","999.9","  65.7"," ","  43.0"," "," 0.00","F","999.9","000000"
"02431099999","2010-06-06","59.8666666","15.25","289.0","KLOTEN, SW","  57.9","24","  45.0","24","1009.3","24","976.1","24"," 23.2","24","  3.7","24","  7.8","999.9","  71.2"," ","  43.3"," "," 0.00","G","999.9","010000"
"02431099999","2010-06-07","59.8666666","15.25","289.0","KLOTEN, SW","  53.2","24","  45.2","24","1008.0","24","974.5","24"," 20.4","24","  5.7","24","  9.7","999.9","  61.3"," ","  45.7"," "," 0.03","G","999.9","100000"
"02431099999","2010-06-08","59.8666666","15.25","289.0","KLOTEN, SW","  55.3","24","  41.8","24","1009.8","24","976.3","24"," 27.6","24","  4.0","24","  7.8","999.9","  65.5"," ","  43.9"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-09","59.8666666","15.25","289.0","KLOTEN, SW","  52.9","23","  42.9","23","1014.1","23","980.4","23"," 26.2","23","  2.9","23","  5.8","999.9","  60.6"," ","  46.0","*"," 0.00","G","999.9","010000"
"02431099999","2010-06-10","59.8666666","15.25","289.0","KLOTEN, SW","  58.1","24","  45.4","24","1015.4","24","982.0","24"," 23.5","24","  3.9","24","  7.8","999.9","  67.3"," ","  43.5"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-11","59.8666666","15.25","289.0","KLOTEN, SW","  52.3","24","  50.6","24","1001.7","24","968.3","24"," 12.6","24","  4.7","24","  9.7","999.9","  62.1"," ","  49.8"," "," 0.04","G","999.9","010000"
"02431099999","2010-06-12","59.8666666","15.25","289.0","KLOTEN, SW","  50.0","24","  48.8","24"," 989.0","24","955.8","24"," 12.0","24","  6.0","24","  9.7","999.9","  54.3"," ","  47.7"," "," 1.00","G","999.9","010000"
"02431099999","2010-06-13","59.8666666","15.25","289.0","KLOTEN, SW","  55.1","24","  47.6","24","1002.4","24","969.2","24"," 27.8","24","  4.8","24","  7.8","999.9","  63.5"," ","  49.5"," "," 0.19","G","999.9","010000"
"02431099999","2010-06-14","59.8666666","15.25","289.0","KLOTEN, SW","  50.4","24","  41.0","24","1012.2","24","978.3","24"," 29.0","22","  3.8","24","  7.8","999.9","  58.3"," ","  43.7","*"," 0.00","G","999.9","010000"
"02431099999","2010-06-15","59.8666666","15.25","289.0","KLOTEN, SW","  49.9","24","  40.1","24","1019.4","24","985.3","24"," 27.5","22","  4.0","24","  7.8","999.9","  57.7"," ","  41.5"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-16","59.8666666","15.25","289.0","KLOTEN, SW","  55.9","24","  41.3","24","1020.2","24","986.4","24"," 25.5","24","  3.3","24","  7.8","999.9","  66.7"," ","  41.0"," "," 0.00","G","999.9","100000"
"02431099999","2010-06-17","59.8666666","15.25","289.0","KLOTEN, SW","  60.2","24","  43.9","24","1015.7","24","982.4","24"," 26.1","24","  4.0","24","  7.8","999.9","  70.7"," ","  44.6"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-18","59.8666666","15.25","289.0","KLOTEN, SW","  49.2","24","  44.7","24"," 998.4","24","964.9","24"," 22.0","24","  5.2","24","  7.8","999.9","  64.4"," ","  42.6","*"," 0.12","G","999.9","010000"
"02431099999","2010-06-19","59.8666666","15.25","289.0","KLOTEN, SW","  49.8","24","  43.6","24"," 998.4","24","965.0","24"," 21.2","24","  3.7","24","  7.8","999.9","  59.4"," ","  42.4"," "," 0.10","G","999.9","010000"
"02431099999","2010-06-20","59.8666666","15.25","289.0","KLOTEN, SW","  49.1","24","  42.4","24","1008.8","24","974.9","24"," 29.6","24","  3.2","24","  5.8","999.9","  56.8"," ","  41.5","*"," 0.02","G","999.9","000000"
"02431099999","2010-06-21","59.8666666","15.25","289.0","KLOTEN, SW","  52.7","24","  39.3","24","1017.6","24","983.7","24"," 27.7","24","  2.3","24","  5.8","999.9","  64.0"," ","  38.8"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-22","59.8666666","15.25","289.0","KLOTEN, SW","  60.7","24","  40.6","24","1017.2","24","983.9","24"," 27.6","24","  4.0","24","  7.8","999.9","  70.9"," ","  43.5"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-23","59.8666666","15.25","289.0","KLOTEN, SW","  60.1","23","  47.6","23","1018.3","23","984.9","23"," 22.2","23","  3.1","23","  5.8","999.9","  71.8"," ","  47.1"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-24","59.8666666","15.25","289.0","KLOTEN, SW","  62.5","24","  49.8","24","1014.7","24","981.6","24"," 21.4","24","  2.3","24","  5.8","999.9","  73.2"," ","  47.5"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-25","59.8666666","15.25","289.0","KLOTEN, SW","  59.3","24","  49.8","24","1008.9","24","975.7","24"," 21.0","24","  4.6","24","  7.8","999.9","  69.3"," ","  48.6"," "," 0.00","G","999.9","010000"
"02431099999","2010-06-26","59.8666666","15.25","289.0","KLOTEN, SW","  56.8","24","  48.3","24","1011.8","24","978.4","24"," 22.0","24","  4.0","24","  9.7","999.9","  67.3"," ","  48.2"," "," 0.02","G","999.9","010000"
"02431099999","2010-06-27","59.8666666","15.25","289.0","KLOTEN, SW","  61.2","24","  43.5","24","1019.5","24","986.1","24"," 27.8","24","  4.2","24","  7.8","999.9","  72.5"," ","  48.6"," "," 0.05","G","999.9","000000"
"02431099999","2010-06-28","59.8666666","15.25","289.0","KLOTEN, SW","  62.2","24","  49.3","24","1019.5","24","986.2","24"," 24.6","24","  4.0","24","  7.8","999.9","  72.7"," ","  50.2"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-29","59.8666666","15.25","289.0","KLOTEN, SW","  66.0","24","  53.7","24","1016.1","24","983.2","24"," 19.8","24","  2.7","24","  5.8","999.9","  76.5"," ","  51.8"," "," 0.00","G","999.9","000000"
"02431099999","2010-06-30","59.8666666","15.25","289.0","KLOTEN, SW","  60.4","24","  54.8","24","1010.1","24","977.0","24"," 21.2","24","  5.2","24","  9.7","999.9","  72.0"," ","  54.1","*"," 0.08","G","999.9","010000"
